,sentimentValue,article
10691,-1.0,cim a littl bit like a fli on the wall d the photograph walter weissman wa say not long ago at guild hall in east hampton as he walk through an exhibit of hi portrait of high-profil artist and other boldfac name . if he a fli he one that celebr havent sought to swat away
10692,-1.0,cthey know im there but theyr a littl bit oblivi to my presenc d he said of hi subject in cportray artist : photograph by walter weissman d on view through feb. . the show consist of photograph most of them shot in black and white taken from to at guild hall and nearbi locat
10693,0.0,mr. weissman donat them to the museum in late . there for instanc is the artist chuck close captur in profil at guild hall in in front of donald sultan paint cdomino.d there is also a photograph of mr. sultan himself with the painti
10694,-1.0,by sarah goldjan
10695,-1.0,in thi era of mass-produc good when we can breezili purchas dish and glasswar by the set brows for presiz rug onlin and cbuildd furnitur by assembl kit from ikea it easi to take such quotidian household item for grant
10696,-1.0,but just a coupl of centuri ago the onli way to creat them wa to fashion them by hand . like mani harborfront area with easi proxim to the hub of new york citi fairfield counti in the late s and the s wa home to dozen of famili workshop that special in turn out such piec of practic design
10697,-1.0,it thi legaci of craftsmanship which ha endur and flourish to the present day that is explor in chandcraft : artisan past and present d an exhibit at the fairfield museum and histori center . the display is decept small occupi just a singl room of the cultur center
10698,1.0,but it plumb deepli into the region creativ tradit
10699,-1.0,by phillip lutzjan
10700,-1.0,as the artist director of the chamber music societi of lincoln center david finckel and wu han have expand the group reach over the past decad
10701,-1.0,instead of just produc concert at it home in alic tulli hall the societi produc and present program all over the world from seoul south korea to pleasant hill ky. even as the societi expand global mr. finckel and ms. wu are build audienc closer to home have establish a three-year resid with the perform art center purchas colleg that began in . the resid is bolster the reput of the school conservatori and help fuel the societi growth . cwe never take our foot off the ga pedal d mr. finckel a cellist said as he and ms. wu a pianist work in their busi lincoln center offic
10702,-1.0,marri the two were juggl task in an award-fil space with a larg pictur window on one side and a crowd bulletin
10703,-1.0,by ben ratliffjan
10704,-1.0,the idea of sad connect the music of adel kendrick lamar billi holiday the english folk singer nick drake the metal band slayer and wolfgang amadeu mozart . but no stream servic is go to tell you that
10705,-1.0,they would seem to prefer that you continu to follow your usual pattern of listen which they have put effort into recogn or in a mood-bas playlist to stay within easili identifi genr and sound of melancholi . we now have someth close to instant unlimit often free access to the histori of record music
10706,-1.0,but the recommend engin of the internet are teach us to listen more conserv through obviou connect base on our casual choic
10707,1.0,how can we learn to realli listen across genr and era in a way that take full advantag of our astonish new power thi vast music inventori ?
10708,0.0,how can we listen better than we are be listen to ? i wrote a book ceveri s
10709,-1.0,decad after take over a brooklyn laundri a chines immigr coupl continu to uphold the unusu request made by the shop previou owner . by corey kilgannonjan
10710,-1.0,san toy laundri in park slope brooklyn is mark with old-fashion charli chan-styl letter on it date sign out front
10711,-1.0,the space on seventh avenu ha hous a string of chinese-own laundri date back more than a centuri and like nearli everyth els insid the handwritten sign cno lost ticket on friday & amp ; saturdayd is antiqu . cthat an old sign from year ago when we were busi d said michael huang who ha own the shop with hi wife judi for more than year . there is no longer a crush of custom bring in dress shirt and slack on friday and saturday said ms. huang ad that busi had slowli declin over the year as more peopl began dress less formal for their job . cpeopl wear t-shirt to work
10712,-1.0,by conrad de aenllejan
10713,-1.0,a sell point of exchange-trad fund over tradit mutual fund is that they can be trade at ani time dure a market session but when stock plung as soon as trade began on aug. that featur of e.t.f. becam a bug . investor found that while they could continu to trade e.t.f. so mani sharehold want to bail out simultan that price on mani fund fell well below the sharpli fall valu of their underli stock portfolio . the standard & amp ; poor -stock index drop as much as . percent soon after open that day
10714,-1.0,two activ trade e.t.f. that track that index suffer greater intraday loss : spdr s. & amp ; p. fell . percent and vanguard s. & amp ; p. drop . percent . other e.t.f. were down far more
10715,-1.0,guggenheim s. & amp ; p. equal weight for exampl fell as much as percent while ishar select dividend drop as much as percent . what happen
10716,-1.0,by carla friedjan
10717,-1.0,investor chase high yield have been battl high anxieti . sharehold tri to withdraw so much money from the third avenu focus credit mutual fund that it abruptli shut down in decemb
10718,-1.0,that troubl event wa just the most glare problem in what ha been a rough stretch for high-yield bond portfolio . the averag high-yield or junk mutual fund lost percent last year
10719,-1.0,it wa the first such declin for an entir calendar year sinc . but the problem in were hardli a surpris
10720,-1.0,troubl for junk bond fund began in the summer of when commod price began their free fall pull mani junk bond fund down too
10721,-1.0,sinc then the averag junk fund ha lost more than . percent
10722,-1.0,the two largest high-yield bond e.t.f. ishar iboxx high yield corpor and spdr barclay high yield are down . percent and percent respect . investment-grad fund have done much better
10723,-1.0,the vanguard total bond index fu
10724,-1.0,gray matter by marc f. bellemarejan
10725,-1.0,over the last two decad more and more american have begun patron their local farmer market
10726,-1.0,from to the number of farmer market throughout the countri increas almost fivefold
10727,-1.0,mani consum frequent these market becaus they believ that the food they purchas there are healthier and safer than the same item sold at supermarket pose less risk of food-born ill . yet no one realli know whether what is sold at farmer market is less like to make you sick
10728,-1.0,for one thing the publicli avail data on food-born ill from the center for diseas control and prevent are limit : onli the locat where the food wa prepar is avail and even that is not alway record
